2016-01-01 00:00:00,697129.166405808
2016-01-02 00:00:00,707457.005908116
2016-01-03 00:00:00,769424.042921966
2016-01-04 00:00:00,903685.956451973
2016-01-05 00:00:00,841718.919438124
2016-01-06 00:00:00,702293.086156962
2016-01-07 00:00:00,743604.444166195
2016-01-08 00:00:00,903685.956451973
2016-01-09 00:00:00,821063.240433507
2016-01-10 00:00:00,877866.357696202
2016-01-11 00:00:00,877866.357696202
2016-01-12 00:00:00,908849.876203127
2016-01-13 00:00:00,862135.539441777
2016-01-14 00:00:00,743803.210498788
2016-01-15 00:00:00,693089.355237507
2016-01-16 00:00:00,783247.320146451
2016-01-17 00:00:00,783247.320146451
2016-01-18 00:00:00,986102.741191576
2016-01-19 00:00:00,839596.048214541
2016-01-20 00:00:00,822691.429794114
2016-01-21 00:00:00,755072.956112406
2016-01-22 00:00:00,929754.013123485
2016-01-23 00:00:00,1008642.23241881
2016-01-24 00:00:00,935388.885930295
2016-01-25 00:00:00,974832.995577957
2016-01-26 00:00:00,978569.91544418
2016-01-27 00:00:00,918901.018160999
2016-01-28 00:00:00,883099.67979109
2016-01-29 00:00:00,1014371.25381409
2016-01-30 00:00:00,1056139.48191232
2016-01-31 00:00:00,1068073.26136895
2016-02-01 00:00:00,1050172.592184
2016-02-02 00:00:00,978569.91544418
2016-02-03 00:00:00,1038238.81272736
2016-02-04 00:00:00,1103874.59973886
2016-02-05 00:00:00,1074040.15109727
2016-02-06 00:00:00,1139675.93810877
2016-02-07 00:00:00,1303860.28146122
2016-02-08 00:00:00,1153414.86436954
2016-02-09 00:00:00,1210727.40421399
2016-02-10 00:00:00,1210727.40421399
2016-02-11 00:00:00,1375500.95626678
2016-02-12 00:00:00,1139086.72940843
2016-02-13 00:00:00,1096102.32452509
2016-02-14 00:00:00,1289532.14650011
2016-02-15 00:00:00,1060281.98712231
2016-02-16 00:00:00,1067446.05460287
2016-02-17 00:00:00,1002969.44727786
2016-02-18 00:00:00,1289532.14650011
2016-02-19 00:00:00,1129682.7804329
2016-02-20 00:00:00,1284099.85113956
2016-02-21 00:00:00,1024028.99521256
2016-02-22 00:00:00,1056537.85220343
2016-02-23 00:00:00,1097173.92344203
2016-02-24 00:00:00,999647.352469403
2016-02-25 00:00:00,1178446.06591922
2016-02-26 00:00:00,1219082.13715781
2016-02-27 00:00:00,1064665.06645115
2016-02-28 00:00:00,1210954.92291009
2016-02-29 00:00:00,1097173.92344203
