,marketPriceBTCInUSD,tradeVolume,medianConfirmationTime,blocksSize,costPerTransactionPercent,difficulty,hashRate,numberOfTransactionsPerBlock,totalTransactions,totalAdressesTransactions,numberOfcirculatingBitcoins,marketCapitalization
2016-19-10:22,629.253675,20346645.9028,10.25,86710.487448,0.66952329504,998480.55,1619255.6766,1595.43650794,164281971,406991,15937975.0,10065628111.2
2016-19-10:23,629.253675,20346645.9028,10.25,86710.487448,0.66952329504,998480.55,1619255.6766,1595.43650794,164281971,406991,15937975.0,10065628111.2
2016-20-10:00,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:01,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:02,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:03,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:04,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:05,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:06,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:07,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:08,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:09,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
2016-20-10:10,630.22705,12216884.5043,13.4166666667,86841.463294,0.60695232171,1065517.32,1722065.56083,2017.76119403,164552351,415474,15939650.0,10085494744.5
